When to Use,Tool Name,Purpose,How
"1, 3",The Provenance Ledger Tracker™ (Evidence Origin Auditor),"To verify the reliability and independence of evidence or premises by tracing their source chain, uncovering biases, tampering, or weak foundations that could invalidate claims.","In Steps 1 and 3, for every key fact or premise, build a ""ledger"": Note origin (e.g., primary study? Secondary report?), independence (e.g., funded by interested party?), citation trail (trace back 3 levels for distortions), and tamper checks (e.g., raw data available?). Flag red flags like anonymous sources or echo-chamber citations. Use a simple table: Columns for Source, Incentives, Verification Date, Confidence. Cross with source-credibility models (e.g., track record score). Example: For a statistic, ask: ""Does the chain hold, or is it selective quoting?"" This ensures your big-picture framing and piece checks rest on trustworthy custody, avoiding ""garbage in, garbage out."""
"1, 3",The Deception & Rhetoric Forensics Kit™ (Manipulation Detector),"To dissect arguments for rhetorical tricks, deceptions, or framing biases like motte-and-bailey or paltering, ensuring fair evaluation beyond surface logic.","In Steps 1 and 3, apply a red-team checklist: Scan for motte (weak claim defended) vs. bailey (strong one advanced); paltering (half-truths); sealioning (endless demands); selective quoting (cherry-picking). Test implicature: ""What's implied but not said (Gricean maxims)?"" Steelman first: Rephrase strongest version, then critique. Flag visuals/framing (e.g., misleading scales). Use psychology (liking bias via anecdotes). Example: ""This policy works!""—forensic: Is it equivocation on ""works""? Document findings. This uncovers adversarial persuasion, fortifying your contextual grasp and piece checks against manipulation."
"1, 3",The Pragmatics Pass Filter™ (Implicature Interpreter),"To detect and resolve pragmatic misfires in language, distinguishing literal semantics from implied meanings or norm violations that distort arguments.","In Steps 1 and 3, apply Gricean maxims: Quantity (not too much/little info?), Quality (truthful?), Relation (relevant?), Manner (clear?). Probe implicature: ""What's reasonably inferred (e.g., 'some' implying 'not all')?"" Test violations: Over-informativeness (red herring)? Ambiguity (equivocation)? Rephrase neutrally: ""If audience assumes X from Y, does it hold?"" Use rhetoric forensics for framing. Example: ""Everyone knows...""—pragmatic overclaim via social proof. Adjust by clarifying. This bridges semantics to real communication, preventing disputes from linguistic traps in framing and checks."
"1, 3",The Key Assumptions Scrubber™ (Core Belief Auditor),"To ritualize the identification, confidence-rating, and disconfirmation planning for foundational assumptions, preventing early hypotheses from biasing the entire reasoning process.","In Steps 1 and 3, list 3-5 core assumptions (e.g., ""Premise X is unbiased""). Rate confidence (e.g., 70%); List disconfirmers (e.g., ""Incentive conflict evidence""); Specify triggers (e.g., ""If new source contradicts, drop to 30%""). Review pre- and post-analysis. Example: In framing a causal argument, scrub: ""Assumes no confounders—disconfirm via DAG check."" Integrate with ladder of inference to trace origins. This Heuer-inspired ritual surfaces shape-shifting beliefs, ensuring framings and tests start clean."
"1, 3",The Deception & Counter-Deception Probe™ (Benefit-Seeker Detector),"To systematically scan for deception motives and indicators in premises or sources, hypothesizing denial/deception scenarios to harden against manipulative inputs.","In Steps 1 and 3, checklist: 1) Beneficiaries (""Who gains if accepted?""); 2) Deception hypothesis (""If lying, what traces—omissions, inconsistencies?""); 3) Indicators (e.g., Over-precision, source opacity). Test: ""Expect under deception?"" Example: Expert claim—Probe: Incentive alignment? Pair with provenance ledgers. This tradecraft addition flags paltering or biases, fortifying framings and checks against adversarial noise."
"1, 3",The Reference Class Anchor™ (Outside-View Forecaster),"To counter narrative biases by anchoring initial assessments to empirical base rates from similar cases, then adjusting for specifics to ground framings and tests realistically.","In Steps 1 and 3, identify class: ""Similar arguments—What % hold (e.g., 60% causal claims fail on confounders)?"" Anchor, then adjust (+/- for uniques). Example: Principle application—Base: 40% success rate; Adjust +10% for strong warrant. Avoid planning fallacy: ""Outside view first."" Pair with Fermi for scoping. This planning-fallacy antidote ensures probabilistic realism from the start."
"1, 3",The Requirements-Metrics Traceability Matrix™ (Objective-Link Auditor),"To link every objective to observable, pre-decision metrics with expected effect sizes, ensuring reasoning efforts target measurable impacts and avoid untraceable ""nice-to-haves.""","In Steps 1 and 3, build a matrix: Columns—Objective (e.g., ""Validate sufficiency""), Input Metrics (e.g., ""LR >3""), Decision Variable (e.g., ""Accept premise""), Expected Effect (e.g., ""Reduce false positives 20%""). If unmeasurable, deprioritize. Example: For flaw detection—""Trace to Brier score improvement of 0.05."" Review gaps pre-test. This bridges aspirations to empirics, aligning framings and checks with verifiable needle-movers."
"1, 3",The D&D Source Drill™ (Adversarial Uncertainty Expositor),"To probe for denial/deception in evidence chains using reliability-credibility matrices and forensics, tying to OSINT/digital traces for induced uncertainty in high-stakes intel or arguments.","In Steps 1 and 3, matrix: Source (Reliable?) × Info (Credible?); Chain-of-custody (Tamper?); Corroborate (Cross-sensors?). Example: ""Expert claim""—Drill: Motive matrix, Digital forensics (Edits?). Fail: Gaps in custody. Integrate deception forensics. Pass: Corroborated, no red flags. This hardens against manipulation, clarifying induced fog in framings and tests."
"1, 3",The Frame-Flip Valence Tester™ (Bias-Resistant Rephraser),"To detect framing effects (e.g., loss/gain, moral) by restating claims in multiple lenses, failing if decisions flip due to valence alone, exposing omission or efficacy biases.","In Steps 1 and 3, panel: 3+ frames (e.g., Gain: ""Wins X""; Loss: ""Loses Y""); Re-decide (e.g., Accept?); Check flip. Example: ""Policy effective""—Flip to risk frame; Fail if valence shifts verdict sans evidence. Use pragmatics pass. Pass: Stable core. This neutralizes rhetorical biases, ensuring equitable evaluations."
"1, 4",The Intuition Interrogator™ (System 1 Bypass),"To prevent ""fast and frugal heuristics"" and cognitive biases from leading to logically incorrect conclusions.","Be acutely aware that your initial, ""System 1"" (intuitive, fast) response to an argument might be influenced by factors other than pure logic, such as personal beliefs (""belief bias""), surface-level patterns (""atmosphere effect,"" ""matching heuristic""), or emotional content. When an argument's conclusion aligns with your existing beliefs or seems ""likeable,"" pause and deliberately engage ""System 2"" (deliberative, slow reasoning). Actively search for counter-examples or alternative interpretations that challenge the intuitive conclusion. Recognize that this deliberate process has a ""cognitive cost"" but is essential for logical accuracy and avoiding ""unfaithful reasoning""."
"1, 4",The Ante-Hoc Clarity Audit™,"To ensure that a reasoning process is inherently transparent and comprehensible as it is being developed, rather than attempting to justify it after the fact.","Instead of trying to explain your reasoning post-hoc, strive to make your entire thought process ""fully transparent throughout the entire process of creation, exploitation, and exploration"". At each step, ask: ""Can this local or global step of reasoning be clearly described in natural language, consistent with human understanding, as I am formulating it?"". This proactive approach embeds clarity directly into the reasoning itself, making it more robust and easier to communicate."
"1, 4",The Iterative Intelligence Cycle™,"To systematically gather, analyze, and communicate information to inform decision-making, with continuous feedback for improvement.","When tackling a problem requiring information gathering and decision-making, follow an ""iterative intelligence cycle"". Start with ""Conversation"" to ""establish needs,"" then ""Collect data,"" ""Convert data"" (analyze it), and ""Communicate intelligence"". Crucially, integrate ""feedback loops"" at every stage: after action is taken, reflect on its effectiveness to refine the ""needs,"" ""data collection,"" and ""analysis"" for the next cycle."
"1, 4",The Unknown-Unknowns Drill™ (Horizon Blindspot Hunter),"To proactively surface potential ""unknown unknowns"" through structured wild-card generation and early-warning indicators, mitigating tail-risk oversights in reasoning.","In Steps 1 and 4, drill: Brainstorm via red-teaming—""What assumptions fail under wild cards (e.g., black swans like paradigm shifts)?"" Categorize: Known knowns (facts), known unknowns (gaps), unknown unknowns (unimagined). Set indicators (e.g., anomaly thresholds). Use fat tails/power laws for priors. Example: Argument assumes stability—drill: ""What if regime shift (e.g., AI disrupts logic tools)?"" Tweak with robustness (antifragility buffers). Integrate inversion for failure paths. This expands your big-picture vigilance and reviews, turning invisibles into actionable foresight."
"1, 4",The Reasoning Process Canvas™ (Analysis Blueprint Drafter),"To create a one-page ""bill of materials"" for reasoning workflows, capturing scope, inputs, rules, mappings, and owners for transparent audits, handoffs, and iterative improvements.","In Steps 1 and 4, fill canvas: Scope/Users (e.g., ""Flaw detection for LR""); Determinants/Sources (e.g., ""LR, Base rates""); Scoring (rubrics); Mapping (to decision); Cadence/Owners (e.g., ""Weekly review, Analyst A""). Example: For causal checks—""Inputs: DAGs; Output: Accept threshold."" Update post-use. This meta-tool makes processes auditable, easing scaling and collaboration in framings and tweaks."
"1, 4",The Operational Feasibility Criterion™ (Usability First-Class Filter),"To evaluate reasoning methods on execution practicality—time, data access, repeatability—ensuring deployable tools over theoretical ideals, with explicit trade-offs.","In Steps 1 and 4, score: Time (<5 min?), Data (Available?), Repeatability (Non-author viable?). Threshold: >7/10 or reject/refine. Example: Complex CBC—""Too slow for live tests; Simplify to pairs."" Weigh vs. accuracy. This pragmatism filter keeps framings and tweaks grounded in real constraints, avoiding unusable sophistication."
"2, 3",The Deliberative Search Tree™,To systematically explore multiple reasoning paths and self-correct errors in complex logical tasks.,"Instead of following a single linear path of reasoning (""chain-of-thought""), explicitly generate a ""tree of thoughts"" or ""program of thoughts"". This involves branching out to explore different intermediate reasoning steps or hypotheses, allowing for ""self-repair"" when a path leads to a dead end. Actively ""backtrack"" when inconsistencies or errors are identified, and explore alternative branches to find the optimal solution."
"2, 3",The Bidirectional Implication Trace™,To thoroughly analyze cause-and-effect relationships and their implications by tracing influences in both forward and backward directions.,"When examining a causal claim or a sequence of events, don't just consider the forward flow from cause to effect. Also, trace backward: ""What antecedent conditions or prior events must have been true for this effect to occur?"". Then, trace forward again: ""What necessary consequences follow from this cause?"" This ""bidirectional processing"" helps to identify hidden assumptions, missing steps, or unacknowledged downstream effects, ensuring a more complete causal understanding."
"2, 3",The Structured Analogy Generator™,"To leverage analogical reasoning for problem-solving and inference, focusing on ""close"" and role-based comparisons for stronger support.","When encountering a new problem, actively generate ""analogous problem[s]"" or situations. Focus on ""close analogies in which similar entities fill corresponding roles"" to provide ""stronger support for plausible inferences"". For example, explicitly map the roles, relationships, and underlying principles between the known and unknown domains, making analogical transfer more reliable and insightful."
"2, 3",The Analogical Leap Generator™,To stimulate creative insights and generate new ideas by deliberately drawing analogies between seemingly unrelated domains.,"Recognize that ""analogies are an essential element in thinking, and often at the heart of creative insights"". When stuck, consciously look for a problem in a completely different domain that shares a structural similarity. This ""analogical leap"" can bypass ""routinised methods"" and help generate novel solutions by transferring relational properties."
"2, 3",The Mechanistic Hypothesis Mapper™,To generate and validate hypotheses about the underlying causal mechanisms or steps within a complex reasoning process.,"When analyzing a complex system's output, create a ""graph description"" of the ""individual computational steps"" that lead to the result. This ""attribution graph"" helps generate ""hypotheses about the mechanisms used"". ""Test and refine"" these hypotheses through ""perturbation experiments"": deliberately alter components or inputs and observe the changes in subsequent steps or the final output. This reveals the true functional role of each part."
"2, 3",The Internal Mechanism Dissector™,To gain a deep understanding of how a complex reasoning system (or even your own thought process) arrives at its conclusions.,"When presented with a complex argument or solution, go beyond just accepting the output. Attempt to ""reverse engineer how these models work on the inside"". Ask: ""What are the hidden steps, internal representations, or processing mechanisms that lead from the input (premises) to the output (conclusion)?"". This aims to expose the ""black-box nature"" of reasoning to understand its ""fitness for purpose""."
"2, 3",The Iterative Convergent-Divergent Cycle™,To maximize creativity and utility by dynamically balancing idea generation with focused evaluation and refinement.,"When generating ideas, engage in an ""interplay between divergent and convergent thinking"". Divergent thinking (brainstorming, mind mapping, random words) is about generating ""a diverse array of ideas"". Convergent thinking involves evaluating these ideas, and crucially, ""each cycle of convergence can lead to the emergence of new ideas,"" supporting a ""step-by-step approach to problem solving"". This dynamic balance prevents premature judgment and stagnation."
"2, 3",The Active Collaborative Ideator™,"To leverage interactive engagement for unbiased, adaptive, and enhanced idea generation.","Engage in ""active ideation"" through ""two-way, interactive, unbiased, adaptive engagement"" with diverse perspectives (e.g., other humans, or even metaphorical structured systems). This ""enhanced engagement"" encourages thinking beyond traditional boundaries and exploring novel solutions by facilitating ""dynamic idea exploration"" and ""natural conversational dialogs""."
"2, 3",The Context-Aware Prompting Framework™,To guide and optimize idea generation and evaluation by using strategically structured prompts tailored to different stages of the creative process.,"When guiding a creative or analytical process (whether self-directed or collaborative), use a ""structured format for input queries and output responses"". Tailor ""contextualized prompts"" to specific stages:<br>◦ Inspiration Stage (Shot Prompts): Draw inspiration from analogous situations or domains.<br>◦ Generation Stage (Open-ended Prompts): Encourage divergent thinking for novel ideas without constraints.<br>◦ Elaboration Stage (Leading Prompts): Guide deeper contemplation and refinement with specific examples.<br>◦ Evaluation Stage (Option Prompts): Assess viable ideas and combine them, providing critical feedback on strengths, weaknesses, opportunities, and threats."
"2, 3",The Distilled Heuristic Navigator™,"To leverage concise, experience-based guidelines (""heuristics"") to efficiently navigate complex problem spaces and make timely decisions.","When facing complex decisions or problem-solving, identify and apply ""heuristics"" – ""distilled practical knowledge that guides actions in different situations"". These ""rules of thumb"" allow you to make ""timely decisions as requirements evolve"" without needing to re-evaluate every detail from scratch. Continuously refine your heuristics based on observed outcomes and experience."
"2, 3",The Adaptive Explore-Exploit Balancer™,"To optimize learning and discovery by balancing the pursuit of known good options (""exploitation"") with the investigation of new possibilities (""exploration"").","When navigating a problem space, consciously manage the ""exploration-exploitation trade-off"". Allocate resources (e.g., time, mental effort) to ""exploitation"" by pursuing options with a ""high predictive mean"" (known to be effective). Simultaneously, allocate resources to ""exploration"" by investigating options where ""the variance is large"" (less known, but potentially high reward). Adapt this balance based on your current understanding and observed outcomes."
"2, 3",The Via Negativa Pruner™ (Subtraction Surgeon),"To improve solutions or arguments by systematically eliminating flaws, harms, or unnecessary elements rather than adding more, leveraging the power of removal.","Munger's via negativa (addition by subtraction) fits Steps 2 and 3: List what to avoid first—""What must we subtract to succeed?"" For breaking apart an argument, prune weak links (e.g., remove biased premises via doubt-avoidance check). In building, subtract complexities: ""Does this extra assumption add value, or create fragility?"" Apply to biases (cut confirmation-seeking) or strategy (eliminate low-ROIC paths). Cross with Occam's razor for simplicity and inversion for failure modes. Example: In a debate, subtract emotional appeals to reveal core logic. This disciplined pruning yields leaner, stronger reasoning without overcomplication."
"2, 3",The Venn Syllogism Mapper™ (Categorical Diagrammer),"To visualize and test syllogistic or quantifier-based arguments using Venn diagrams, clarifying set relations and reducing ambiguity in ""all/some/none"" claims for accurate breakdown and verification.","In Steps 2 and 3, translate to categorical form: ""All A are B"" → Shade non-A-B overlap. Workflow: 1) Draw circles for terms (subjects/predicates); 2) Shade/add marks for quantifiers (e.g., ""some"" = X in intersection); 3) Test conclusions (e.g., ""No A are C"" → No overlap?). Probe possibilities: Does it necessitate or just allow? Example: ""Most lawyers are analytical; some analytical are creative"" → Venn shows partial overlap, falsifying ""All lawyers are creative."" Use for parallel reasoning or assumptions. This diagrammatic tool demystifies linguistic traps, enhancing exploration and hold-up checks."
"2, 3",The Pearl Causal DAG Builder™ (Identifiability Roadmap),"To formalize causal structures using directed acyclic graphs (DAGs) and do-calculus, identifying estimable effects, adjustment sets, and threats to prevent confounding or overcontrol errors in explorations and tests.","In Steps 2 and 3, sketch DAG: Nodes (variables), arrows (causal directions from domain knowledge). Apply do-calculus: ""To estimate P(Y"
"2, 3",The Kelly Bet Sizer™ (Growth-Risk Optimizer),"To size commitments or confidence in reasoning paths (e.g., how much to ""bet"" on a hypothesis) for long-run maximization, balancing edge (advantage) against risk of overexposure.","In Steps 2 and 3, treat as bets: Edge = (Win prob × Payoff) - Loss prob; Kelly fraction = Edge / Odds. Apply to ideas: ""Allocate 20% effort to this path (e.g., strong premise)."" Half-Kelly for conservatism. Example: Hypothesis 60% true, 2:1 reward—Bet 20% resources. Track via calibration logs. Pair with expected value. This disciplines exploration/tests, compounding accurate judgments while avoiding ruinous overconfidence."
"2, 3",The Toulmin Argument Mapper™ (Visual Warrant Auditor),"To visually dissect complex arguments into claim-grounds-warrant components, reducing load and exposing gaps in breakdowns and evaluations via structured mapping.","In Steps 2 and 3, map: Claim (box); Grounds (evidence arrows); Warrant (inference link); Backing (support); Qualifier/Rebuttal (scope notes). Digital tool or paper. Example: Causal claim—Warrant gap: ""Correlation to causation?""—Probe with DAGs. Quick pass: 1-min sketch. This Springer-inspired visual aid complements recursive decomposition, clarifying multi-hop reasoning."
"2, 3",The Qualitative-Quant Bridge Builder™ (Determinant Scorer),"To convert fuzzy qualitative factors (e.g., ""strong evidence"") into calibrated, discrete levels with rubrics, enabling consistent, inter-analyst scoring for reliable explorations and evaluations.","In Steps 2 and 3, define 4-6 determinants (e.g., ""Evidentiary Support""); Assign levels (Low: Anecdotal; High: Multi-source corroborated) with rubrics (e.g., ""3+ independent validations = High""). Score dossiers: Average for index. Example: Bias assessment—Rubric: ""Reciprocity present? Score Medium if implied."" Calibrate via group trials. This quantifies non-numerics, feeding into AHP or CBC for bias-free breakdowns and tests."
"2, 3, 4",The Design-Science Iteration Engine™ (Artifact-Build Evaluator),"To treat reasoning tools and processes as testable prototypes, cycling through problem definition, minimal artifact creation, evaluation, and iteration to produce practical, outcomes-driven solutions rather than static analysis.","In Steps 2, 3, and 4, start with explicit requirements (e.g., ""Detect causal flaws 80% faster""); Build a minimal artifact (e.g., checklist or DAG template); Evaluate on real cases (e.g., apply to 3 arguments, score accuracy/speed); Iterate based on user feedback (e.g., ""Too rigid—add flexibility""). Example: For conditional chains, prototype a translation card, test on stems, refine qualifiers. This loop ensures tools evolve from analysis to actionable change, integrating with recursive decomposition for adaptive exploration and tweaks."
"2, 4",The Exploratory Backtracking Loop™,To systematically navigate complex problem spaces by exploring multiple options and intelligently reverting when a path proves unfruitful.,"When reasoning through a complex problem, don't be afraid to treat it as an ""in-context tree search"". Actively consider ""multiple solution approaches"". If a path leads to a ""bad state"" or an unsuccessful attempt, engage in ""backtracking steps"" to a previously visited, more promising state, rather than blindly continuing. This method encourages ""self-criticism"" and learning from failed attempts to find better solutions."
"2, 4",The Augmented Reasoning Toolkit™,To enhance reasoning capabilities by strategically integrating and leveraging external tools or resources.,"Recognize that human cognition has limits. For certain aspects of complex problems (e.g., calculations, data retrieval, logical verification), consider ""offloading computations to external tools"". Evaluate ""the fundamental trade-offs"" between pure language reasoning and using external tools. This involves knowing when and how to use external aids effectively to improve problem-solving efficiency and accuracy, rather than relying solely on internal mental processes."
"2, 4",The Externalized Thought Visualizer™,"To enhance clarity, structure, and communication of complex ideas by externalizing them through visual representations.","When grappling with abstract or complex ideas, don't keep them solely in your head. Actively use ""external representations"" such as ""sketches, diagrams or 3D models"" to ""structure your ideas, clarify your thoughts and communicate more effectively"". These visual and cognitive reference points can help you to see connections and organize information in ways that purely verbal or mental representations cannot."
"3, 4",The Perturbation Test (Adversarial Thinking)™,To evaluate the robustness and sensitivity of an argument's conclusion or an explanation by introducing controlled changes.,"Deliberately ""perturb"" the input information or argument by making slight, systematic modifications to see if the conclusion or argument strength changes. This can involve: paraphrasing key statements, using different dialects, adding or omitting context, introducing negations, reordering elements, or changing numeric values. If the argument's validity or strength changes significantly with minor, meaning-preserving perturbations, it may indicate a weak or fragile line of reasoning. Consider ""counterfactuals"" – what if certain facts or conditions were different? – to infer underlying weaknesses or dependencies."
"3, 4",The Dual-Lens Assessment™,To provide a comprehensive evaluation of an argument's effectiveness by considering both its objective logical soundness and its practical impact on human understanding.,"When evaluating a piece of reasoning or an explanation, don't limit your assessment to merely ""quantifiable mathematical metrics"" (e.g., logical validity). Also, apply a ""human-centered evaluation"". Ask: ""Is this argument effectively structured and communicated to achieve clarity, intuitiveness, and persuasiveness for its intended human audience, considering their cognitive processes and expertise?"". The goal is to establish agreed-upon criteria for judging how well an explanation fosters human understanding."
"3, 4",The Adequacy & Fidelity Audit™,To rigorously assess whether an explanation accurately reflects the underlying phenomenon it purports to describe and whether it is presented in an appropriate format.,"When presented with an explanation, question its fundamental suitability. Ask: ""Is the format or combination of formats used (e.g., textual, visual) 'adequate to capture a model’s behavior' or reasoning process?"". Furthermore, probe its ""fidelity"": ""Does the explanation accurately identify the actual relationships, and if those relationships are known to be incorrect (e.g., due to bias or error), is there a mechanism to recognize and address this?"". This ensures both representational accuracy and truthful correspondence."
"3, 4",The Counterfactual Contrast Test™,"To deeply understand the causal drivers of an outcome by exploring what would have happened if specific factors had been different, and why a different outcome did not occur.","When analyzing a conclusion or decision, ask ""why-not questions"". Systematically generate ""contrastive and counterfactual explanations"" by identifying the ""minimum perturbation or change"" to the input or reasoning that would have led to a different outcome. For instance, ""If X had been slightly different, would the outcome still be Y, or would it change to Z?"" This process reveals critical dependencies and causal relationships."
"3, 4",The Ground Truth Alignment Test™,To ensure that an argument's explanation (or the reasoning process itself) accurately reflects reality and its intended outcome.,"When evaluating an argument, don't just assess internal coherence; critically examine its ""alignment between XAI, AI, and the ground truth"". Ask: ""Is the explanation consistent with actual, verifiable facts or observed outcomes? Does it accurately represent the underlying system (e.g., how a decision was made, what actually happened)?"". This requires cross-referencing with external, independently verifiable information."
"3, 4",The Adversarial Robustness Test™,"To stress-test the stability and reliability of an argument or conclusion by deliberately introducing various ""attacks"" or ""perturbations"" to its inputs.","To check the resilience of a conclusion, subject the underlying evidence or premises to various ""perturbation types"". For example, change specific words, reorder clauses, or introduce subtle counter-evidence, and observe if the conclusion remains consistent or if the argument's strength significantly degrades. This approach can also be used to identify ""social biases"" in reasoning by testing how it handles ""opposite social stereotypes""."
"3, 4",The Synthetic Fallacy Generator™,To improve critical thinking by proactively creating and analyzing intentionally flawed arguments.,"To hone your ability to spot logical errors, deliberately construct ""synthetic bad responses"" or arguments. Ask yourself: ""How could I intentionally create a 'bad response' or a weak argument for this conclusion? What specific fallacies or logical weaknesses could I embed?"". By creating and then dissecting these flawed arguments, you gain a deeper understanding of what makes reasoning weak and how to identify such weaknesses when encountered in real arguments."
"3, 4",The Multi-Path Counterfactual Explorer™,To provide a comprehensive understanding of decision boundaries and actionable insights by exploring a wide range of alternative scenarios.,"When using counterfactuals, don't limit yourself to just one alternative. Systematically generate ""multiple, distinct counterfactual examples"" for a given input or decision. Ask: ""What are all the different plausible ways the input could change to achieve a different desired outcome?"". This ""diversity is crucial for providing a comprehensive understanding"" and helps to identify the most robust and actionable paths for change."
"3, 4",The Active Refutation Probe™,To strengthen arguments and knowledge by actively seeking out information that could challenge or disprove existing conclusions.,"After gathering initial evidence or forming a hypothesis, deliberately seek out ""primary research interviews"" or other direct sources that could ""refute"" the intelligence gathered from previous, less direct approaches. Instead of only confirming, actively search for disconfirming evidence or alternative perspectives. This method strengthens the argument by exposing it to critical scrutiny and refining it based on challenges."
"3, 4",The Counter-Example Search Algorithm™,To rigorously test the robustness of conclusions and policies by actively seeking out scenarios or data that would contradict them.,"Once you've formulated a conclusion or a strategy, deliberately employ a ""genetic search algorithm"" (metaphorically speaking) to find ""additional futures that would provide counter-examples to our conclusions"". Instead of just confirming, actively try to ""stress test proposed policies"" by considering ""a multiplicity of plausible futures"". If you can't find plausible counter-examples after a thorough search, your conclusion is strengthened."
"3, 4",The Psychologically-Grounded Counterfactual™,To design counterfactual explanations that are not only logically sound but also align with how humans effectively learn and process information.,"When constructing counterfactual explanations, consider ""identified psychological requirements of end-users"". For instance, recognize that ""people learn from counterfactuals involving categorical features rather than those using continuous features"". If your counterfactual involves continuous changes, consider transforming them into ""categorical alternatives"" to ""boost them psychologically"" for better human comprehension and learning."
"3, 4",The Functional Fidelity Assessment™,"To evaluate the effectiveness of a reasoning system or explanation based on its informativeness, accuracy, and perceived competence.","When evaluating an argument or explanatory system, consider its ""informativeness"" (does it provide sufficient new and relevant data?), its ""accuracy"" (is the information correct?), and its ""competence"" (does it demonstrate mastery of the subject matter?). These factors collectively determine the perceived ""functionality"" and trustworthiness of the output."
"3, 4",The Boundary Condition Stress Test™,To identify the limits of applicability and potential failure points of a theory or model by testing it under extreme or unusual conditions.,"When evaluating a theory, model, or argument, consciously recognize that it is ""applicable only in a limited way"". To understand these limits, ""drastically vary the values of certain variables"" or test the argument under extreme, unexpected, or ""boundary conditions"". Ask: ""Where does this model/theory break down? Under what unusual circumstances would its predictions or conclusions no longer hold true?"" This helps define its scope and weaknesses."
"3, 4",The Double-Edged Inquiry™,To thoroughly investigate a hypothesis by actively seeking both supporting and refuting arguments.,"When testing a hypothesis or evaluating a claim, adopt an investigative approach: ""look for reasons that might support it, then scrutinize those arguments for flaws; one looks for arguments that seem to refute it, then checks them out in turn"". Be ""prepared to be swayed by the force of the argumentation"" from either side, rather than just confirming your initial suspicions. This fosters open-mindedness and rigorous testing."
"3, 4",The Perpetual Refutation Loop™,To continually challenge and improve existing theories or understandings by actively seeking evidence that could prove them wrong.,"Adopt the scientific method's core principle of ""conjecture and refutation"". Once you have a hypothesis or an understanding, actively try to ""refute"" it by searching for counter-evidence or challenging assumptions. Instead of uncritically accepting ""plain facts,"" recognize that ""more sophisticated thinkers"" constantly probe for weaknesses, leading to ""paradigm shifts"" when existing frameworks are insufficient. This is a continuous process of critical inquiry."
"3, 4",The Dialectical Refinement Loop™,"To refine understanding and strengthen arguments through a continuous, iterative process of challenge and response.","Engage in ""dialectical thinking"" by embracing ""repeating processes to refine an argument in order to progress"". This involves a ""circular idea"" where initial ideas are subjected to scrutiny, counter-arguments are considered, and the original position is modified or strengthened in response, leading to an evolved understanding."
"3, 4",The Explanation Triad Evaluator™,"To comprehensively assess the value of an explanation across three critical dimensions: its inherent quality, its faithfulness to the source, and its human comprehensibility.","When evaluating an explanation, use a three-pronged approach:<br>1. Quality: Is the explanation well-constructed and insightful?<br>2. Fidelity (Faithfulness): Does it ""accurately assess the explanations against the metrics"" and reflect the ""model’s decision-making process"" or underlying logic being explained?.<br>3. Comprehensibility: Is it ""interpretable and understandable for end-users"" and robust/consistent across instances?. This holistic evaluation ensures the explanation is not just technically sound but also useful and trustworthy."
"3, 4",The Inversion Failure Forecaster™ (Munger's Backward Lens),"To enhance critical thinking and problem-solving by inverting problems to focus on failure modes, avoidance strategies, and unintended consequences, turning potential pitfalls into pathways for success.","Inspired by Charlie Munger's principle of inversion, start by flipping the desired outcome: Instead of asking ""How do I succeed?"" or ""How do I win this argument?"", ask ""How could this go terribly wrong?"" or ""What would guarantee failure here?"". Make a deliberate list of failure paths—e.g., through logical flaws like overgeneralization, emotional biases (envy, resentment), or practical errors (ignoring counter-evidence, rushing to conclusions). Then, reverse-engineer avoidance tactics: ""If sloth or entitlement leads to weak reasoning, how do I build discipline and gratitude into my process?"". Apply this to arguments by envisioning ""Where will this reasoning 'die' (break down)?"", such as under scrutiny or new facts, and steer clear by stress-testing early. This backward approach, as Munger advises, reveals blind spots and builds resilient logic: ""Tell me where I’m going to die so I don’t go there."" Use it iteratively to refine plans and prevent self-defeat."
"3, 4",The Second-Order Consequence Mapper™ (Ripple Effect Forecaster),"To anticipate downstream impacts and unintended outcomes of decisions or arguments, avoiding short-term wins that lead to long-term losses.","From Munger's second-order thinking, in Step 3, map chains: ""If this conclusion holds, what follows next (second-order)? Then what (third)?"" For a policy argument like ""Ban ads to reduce consumerism,"" forecast: ""First-order: Less spending; second: Economic slowdown, job losses; third: Black markets."" Use systems tools like feedback loops (positive spirals of envy?) or game theory (incentives shifting). In Step 4, tweak by asking: ""Does this map reveal blind spots?"" Draw on psychology (e.g., loss aversion amplifying negatives) and economics (opportunity costs). This latticework prevents myopic reasoning, ensuring holistic, resilient builds."
"3, 4",The External Validity Stress Test™ (Generalization Boundary Probe),"To assess how well arguments or conclusions transport to new contexts, identifying distribution shifts, sampling biases, or survivorship illusions that limit applicability.","In Steps 3 and 4, after initial checks, stress-test: ""Does this hold outside the sample (e.g., lab to real-world; one era to another)?"" Map shifts: Domain (e.g., cultural), sampling (e.g., non-representative), or selection (e.g., winners only). Use checklists: Positivity (all subgroups covered?), SUTVA (no spillovers?). Simulate OOD: ""If variables change (e.g., incentives flip), does it break?"" Adjust via robustness checks (e.g., subgroup analysis). Integrate with base rates for anchors. Example: A ""universal"" bias finding—test on diverse groups. This prevents overgeneralization, making your builds and tweaks context-resilient."
